class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Nothing,0.771352768,0.287431508,-0.13725017,1,0.775281847,0.271361172,-0.138414606,1,0.778029084,0.270840526,-0.13847366,0.999277532,0.780826449,0.27026996,-0.138561144,1,0.768976152,0.272049725,-0.12837483,1,0.766911209,0.27181232,-0.128439575,0.999184191,0.764820516,0.271757692,-0.128605083,1,0.78850919,0.276142567,-0.107656039,0.999634862,0.766561806,0.277442575,-0.060153067,0.999462545,0.779090762,0.30225572,-0.122810036,0.999070466,0.77062428,0.303172618,-0.109192513,0.998073697,0.815993309,0.34983173,-0.069998629,0.998639882,0.762698293,0.354854465,-0.029603751,0.998844147,0.837414622,0.402514428,-0.086243063,0.384489805,0.773282349,0.402873695,-0.058356829,0.668342888,0.827495217,0.343752086,-0.128944874,0.419353336,0.801510572,0.340436369,-0.074038021,0.564029753,0.825532973,0.324424475,-0.144131362,0.352720797,0.810993731,0.323898762,-0.09138231,0.48228696,0.823359907,0.317070603,-0.14412342,0.371508241,0.80734092,0.317681819,-0.091627508,0.48386988,0.822115183,0.32478115,-0.130796179,0.335814416,0.806331635,0.324424624,-0.0760331,0.471901506,0.814449072,0.603319228,-0.015853114,0.995688975,0.778408766,0.604945421,0.015885977,0.996709466,0.817964315,0.77761519,-0.029679088,0.449516535,0.770834386,0.770763874,-0.005660814,0.449441493,0.812938094,0.933512986,0.053021502,0.328887612,0.77316314,0.926639676,0.091293372,0.198541462,0.809452236,0.954753876,0.057280496,0.168587044,0.778158009,0.94999218,0.094337471,0.154898807,0.812935591,0.986672997,-0.031360272,0.134690806,0.758239448,0.977665067,0.007699944,0.098941654
Nothing,0.526821434,0.24389112,-0.22669448,1,0.538348258,0.21071142,-0.185947075,1,0.54678005,0.213525355,-0.18611671,0.999972939,0.555286288,0.216240346,-0.186178699,1,0.511762619,0.204143941,-0.201939926,1,0.501580834,0.20159936,-0.202164486,0.999935389,0.491386563,0.199284673,-0.202563807,1,0.557530642,0.238709256,0.002724737,0.999986768,0.469156533,0.217079163,-0.076281719,0.999953151,0.536092162,0.294147909,-0.158765927,0.999944925,0.501977384,0.285114825,-0.181510791,0.999926686,0.593743324,0.468905568,0.012386849,0.99982518,0.387080163,0.43701756,-0.014382563,0.999427438,0.622822404,0.732000589,-0.17203562,0.996237397,0.376608491,0.730666518,-0.159182623,0.993367255,0.563172698,0.448959172,-0.36393702,0.998286188,0.466698825,0.507447243,-0.277104646,0.994367063,0.553019106,0.369817436,-0.413078874,0.990880966,0.494253695,0.462771237,-0.301636726,0.981091857,0.558315635,0.340787172,-0.361200482,0.990481555,0.482903212,0.415406823,-0.279774249,0.982212782,0.554185629,0.368838072,-0.349348098,0.990835071,0.479559958,0.43459332,-0.269009858,0.981881678,0.548601449,1.013361812,0.000279801,0.800715148,0.409177125,1.00495863,0.000860328,0.785565019,0.550462723,1.353288651,-0.028002588,0.013020288,0.407900602,1.352753282,-0.025262726,0.01298111,0.549835265,1.680412054,0.216376141,0.000154527,0.410205394,1.675573587,0.232520491,0.000122933,0.553537071,1.729964733,0.231527075,0.000490103,0.404534429,1.723130226,0.247369811,0.000236176,0.528503537,1.777966976,0.064141765,0.000182682,0.425538182,1.781423688,0.071321405,7.97E-05
Nothing,0.526725233,0.261500955,-0.245295018,1,0.53788954,0.22471711,-0.203088343,1,0.546214223,0.22739929,-0.203244865,0.999983072,0.554640055,0.229938909,-0.203254044,1,0.511635184,0.217094913,-0.221563414,1,0.50139755,0.213731229,-0.221878111,0.999964356,0.491135746,0.210552886,-0.222304165,1,0.555970788,0.246478245,-0.003816448,0.999989152,0.468262941,0.221544653,-0.092016898,0.999964356,0.535085738,0.308775872,-0.173023492,0.999963403,0.501551628,0.298685849,-0.1983684,0.999953985,0.592316449,0.469795406,0.024906395,0.999777138,0.38505432,0.437603056,-0.032687843,0.999440372,0.625416219,0.758365512,-0.183225006,0.994038224,0.372655064,0.752441108,-0.177009732,0.989503264,0.566808105,0.473258793,-0.407574624,0.997823238,0.471639454,0.536119103,-0.264453739,0.992240906,0.557604849,0.394562393,-0.45853433,0.988184333,0.505180657,0.494724005,-0.285746038,0.971122205,0.563062906,0.359449655,-0.401881635,0.987082958,0.493620545,0.43803829,-0.259393185,0.972393811,0.556758761,0.388580769,-0.390598416,0.986193955,0.488572598,0.458086669,-0.252440602,0.971557498,0.549677849,1.014194727,0.012654629,0.778347254,0.409247339,1.007324219,-0.011617583,0.799981713,0.552488685,1.358862638,-0.025965219,0.01354665,0.408130914,1.359000802,-0.039261762,0.009072267,0.551822066,1.688302994,0.231403515,0.000161481,0.412448078,1.68365097,0.235981941,0.000129246,0.555081069,1.737672448,0.24785921,0.000549762,0.404946715,1.731831312,0.252491444,0.00034121,0.533892751,1.784039497,0.062671401,0.000178693,0.435756147,1.786542296,0.058519747,7.97E-05
Nothing,0.539330721,0.265179753,-0.229190722,1,0.540948331,0.231429324,-0.183054343,1,0.550286829,0.234620064,-0.183248535,0.999879479,0.557667494,0.237638652,-0.183348015,1,0.520778596,0.222301081,-0.218687773,1,0.512215912,0.218543276,-0.218716398,0.999894142,0.50346601,0.214928031,-0.219212756,1,0.547418714,0.251790941,0.026820574,0.99996078,0.468917966,0.224330425,-0.107862622,0.999940753,0.539335012,0.31238693,-0.151261955,0.999912262,0.510932386,0.300799876,-0.196418464,0.999907494,0.571900964,0.471612304,0.084036388,0.999846578,0.375523955,0.439537346,-0.06874048,0.999784768,0.626824081,0.739216328,-0.084116384,0.971515834,0.367781073,0.770379841,-0.21369791,0.980946004,0.575642765,0.485296786,-0.343298078,0.979442418,0.472616404,0.53450948,-0.271659434,0.986515641,0.566850543,0.416194737,-0.40496105,0.913323402,0.508705258,0.487529397,-0.295553029,0.958943129,0.566695452,0.381024987,-0.353241146,0.911549211,0.493609518,0.436012119,-0.271692961,0.960842013,0.561949492,0.406919032,-0.332705706,0.917035103,0.488429576,0.454337269,-0.262277931,0.958792746,0.54383564,1.017659903,0.048421677,0.379875958,0.40623337,1.012279391,-0.047503974,0.339643002,0.550676644,1.366751552,0.001809462,0.004312919,0.410482377,1.362888098,-0.066169515,0.006572632,0.548719585,1.691522837,0.252447873,0.000140062,0.413253039,1.707306623,0.206625506,0.000159017,0.54845494,1.747171998,0.267787963,0.000614842,0.402022362,1.764860988,0.223155051,0.000464887,0.547488034,1.795963168,0.072971269,0.000152379,0.448603034,1.795375586,0.01964679,7.89E-05
Nothing,0.5328179,0.26420337,-0.271680027,1,0.539454281,0.228919983,-0.228412703,1,0.547948301,0.232201681,-0.228555918,0.999955773,0.556046426,0.235407203,-0.228620261,1,0.514364481,0.220576391,-0.255650133,1,0.503875136,0.217386708,-0.256002486,0.999940634,0.493285954,0.214455664,-0.256492794,1,0.550185382,0.246737584,-0.010066048,0.999978065,0.462851971,0.220056549,-0.135995001,0.999956489,0.536577582,0.311708689,-0.190616548,0.999927878,0.50388211,0.300624281,-0.227446616,0.999920487,0.583353698,0.461002082,0.079711445,0.999684334,0.372122824,0.440856308,-0.070598714,0.999209762,0.630070031,0.739837706,-0.154547662,0.988138258,0.375804394,0.781187594,-0.217919797,0.978648603,0.570047975,0.480192184,-0.408948451,0.993010938,0.478610426,0.535464823,-0.273081124,0.980391026,0.55962497,0.415771514,-0.467302114,0.965357721,0.515644491,0.486552715,-0.295804977,0.938609362,0.560590982,0.371031255,-0.410376072,0.963048637,0.49646613,0.433790326,-0.267206013,0.941081464,0.556008697,0.399797171,-0.395189941,0.964819431,0.490788966,0.454294831,-0.260944098,0.938936293,0.552184999,1.017393947,0.024785388,0.524141669,0.410488427,1.019225478,-0.023717884,0.531517208,0.556899965,1.369088292,-0.009033663,0.008315448,0.411667675,1.375540495,-0.034493092,0.005063312,0.549866974,1.707653642,0.244960815,0.000127597,0.419642657,1.71506834,0.260382593,9.82E-05,0.548866451,1.761122227,0.260873854,0.000580532,0.40805468,1.76905179,0.277415872,0.00028288,0.547790587,1.811747789,0.071837552,0.000152447,0.452159673,1.813118458,0.074626394,6.12E-05
Nothing,0.528169811,0.263141125,-0.324585021,1,0.537671328,0.226534486,-0.279253691,1,0.54715544,0.227915376,-0.279354453,0.999997139,0.556571186,0.229079887,-0.2792961,1,0.508423924,0.220072776,-0.300972253,1,0.496688485,0.216648504,-0.30129537,0.999994636,0.484909147,0.213676199,-0.301764637,1,0.557192445,0.240252465,-0.057919241,0.999997735,0.458789945,0.220109507,-0.157031968,0.999992132,0.538686097,0.311253518,-0.244807392,0.999989867,0.501178563,0.302586764,-0.272768527,0.99998498,0.596435308,0.46760717,-0.014239737,0.99982506,0.376067162,0.442974091,-0.07798446,0.999553978,0.629737139,0.794601202,-0.237355322,0.997253597,0.379730701,0.783833802,-0.280078083,0.992378116,0.572833776,0.500975668,-0.474396527,0.998405516,0.471696049,0.534557641,-0.457545221,0.993655562,0.561705351,0.420695662,-0.528110862,0.990092099,0.498811901,0.478351891,-0.4920564,0.976403177,0.566060483,0.383907586,-0.474941611,0.990148902,0.481068075,0.42770195,-0.455199122,0.977524519,0.56171304,0.412905067,-0.458957344,0.989878178,0.480689377,0.450201511,-0.445096165,0.976054907,0.554008365,1.027046204,0.01742973,0.75254935,0.403062254,1.023102641,-0.016348083,0.766428709,0.553601384,1.379940391,-0.02030888,0.030379573,0.404095501,1.3824476,-0.033791706,0.020477682,0.548230231,1.717010021,0.238902271,0.00030395,0.407501698,1.722975373,0.266422927,0.000222169,0.550314128,1.769297838,0.254774213,0.001029508,0.398870677,1.779871106,0.282639772,0.000455755,0.529149771,1.817460418,0.05702677,0.000330679,0.432353109,1.831319332,0.078231819,0.000122684
Nothing,0.530726016,0.264043301,-0.258919388,1,0.540949702,0.226089239,-0.216317877,1,0.549844027,0.227720678,-0.216360673,0.999995351,0.558783293,0.229112148,-0.216227084,1,0.512766361,0.219479591,-0.247127965,1,0.50158602,0.216133729,-0.247753382,0.999993801,0.490374416,0.213196382,-0.248363033,1,0.558480859,0.240996495,0.005278038,0.99999702,0.464588493,0.220335916,-0.115101591,0.999993443,0.539464355,0.311938226,-0.175637975,0.999981523,0.503643572,0.303002298,-0.209495544,0.999979138,0.595521927,0.467652321,0.046998333,0.999797404,0.380092084,0.438537389,-0.070731759,0.999527097,0.634218097,0.776396036,-0.173095688,0.983900666,0.381578624,0.768546522,-0.216145426,0.97156626,0.575449884,0.492755026,-0.428069741,0.989488244,0.474116445,0.514048517,-0.37640661,0.981919408,0.564445078,0.414393216,-0.495751411,0.951443613,0.50208813,0.45436272,-0.405682206,0.951397061,0.569097459,0.379613131,-0.429855675,0.951274395,0.48693344,0.405215144,-0.385358989,0.955634475,0.564669013,0.407939553,-0.415802181,0.952561796,0.48512581,0.429004252,-0.368675798,0.95447576,0.552582204,1.027569652,0.016588395,0.484963864,0.404526442,1.022013426,-0.015553693,0.543152034,0.55071491,1.384351254,-0.02751828,0.009043261,0.407105446,1.386850595,-0.04133996,0.00724779,0.542877257,1.723484993,0.195961475,0.000186659,0.407804638,1.723090291,0.217318445,0.000139539,0.545248985,1.774464965,0.207309261,0.000649955,0.399112344,1.782506704,0.23007597,0.000289616,0.521058619,1.820650101,0.008959559,0.000223527,0.432120591,1.831592917,0.023624748,9.25E-05
Nothing,0.531084955,0.264646769,-0.281181484,1,0.540176034,0.22619085,-0.238147944,1,0.548569977,0.22787109,-0.238245443,0.999972343,0.557072222,0.229285762,-0.238298193,1,0.513342679,0.219620183,-0.261122376,1,0.502575994,0.21634379,-0.261570454,0.999971747,0.49177435,0.213424534,-0.262189209,1,0.5558424,0.242194444,-0.028620599,0.999988317,0.466663629,0.221017227,-0.128791377,0.999970913,0.53921479,0.312319636,-0.204908714,0.999973536,0.504792333,0.303595036,-0.23322852,0.999964237,0.599714994,0.473375678,0.045876954,0.999723852,0.379986465,0.442771107,-0.087771453,0.99959296,0.639982283,0.785071969,-0.173700228,0.97154206,0.384717435,0.771856427,-0.298639446,0.954250574,0.574925065,0.509622991,-0.420971066,0.965752602,0.478261471,0.501608372,-0.430159003,0.952848673,0.562586606,0.432606846,-0.489121854,0.847367287,0.506900549,0.429524451,-0.460595667,0.861699343,0.565989435,0.396073461,-0.418200105,0.842977166,0.49261573,0.386728823,-0.422608882,0.868753552,0.561905622,0.422593594,-0.412459552,0.847368062,0.490591347,0.413749516,-0.415938735,0.867871761,0.557133377,1.036831617,0.022744378,0.375757873,0.408017665,1.030499816,-0.021709563,0.486612737,0.556095839,1.395205379,-0.000426804,0.007793084,0.411799997,1.398277998,-0.039644472,0.005849323,0.54973501,1.737409472,0.281351626,0.00012537,0.413073927,1.728451252,0.241162628,9.85E-05,0.551383018,1.789071918,0.298599243,0.000452269,0.404451877,1.78271544,0.255890697,0.00023197,0.53147769,1.833344936,0.08356709,0.00011101,0.436024398,1.840500951,0.043974694,4.93E-05
Nothing,0.532535374,0.264816165,-0.354584008,1,0.541610897,0.227568075,-0.315258831,1,0.550279856,0.229401544,-0.315457791,0.999549568,0.559069097,0.230971768,-0.315635681,1,0.514271498,0.220730886,-0.339037359,1,0.503141344,0.217386335,-0.339376658,0.999585092,0.491935402,0.214374736,-0.340031683,1,0.55709362,0.244512603,-0.098591276,0.999788225,0.465173841,0.222772315,-0.202522814,0.99939394,0.540660739,0.313668281,-0.272825569,0.999719918,0.505240142,0.303617418,-0.301700652,0.999449551,0.598757923,0.47639221,-0.016188575,0.998558581,0.377990156,0.443617254,-0.138986677,0.997424006,0.637740374,0.798750401,-0.106221147,0.762935162,0.390323609,0.772877872,-0.33304438,0.921713531,0.577583373,0.751220107,-0.314011306,0.482455105,0.480767936,0.521656692,-0.529260635,0.935723543,0.564879179,0.747484744,-0.372143745,0.258492798,0.508740723,0.461986035,-0.590431035,0.887366772,0.56360817,0.703134775,-0.353278965,0.293381751,0.492334187,0.411779433,-0.567097962,0.903627098,0.561941147,0.703820467,-0.315118253,0.335428655,0.491714269,0.436103076,-0.525078118,0.898459494,0.552332699,1.041356683,0.026822513,0.154352307,0.403844684,1.034932852,-0.02590224,0.216892451,0.554108441,1.399835706,0.016244659,0.006192221,0.403901398,1.400424361,-0.028906008,0.006973668,0.546365678,1.743448496,0.317275643,0.000189648,0.403082818,1.75347352,0.276335508,0.000172954,0.546492279,1.79814136,0.334651619,0.000600146,0.395193011,1.813873768,0.291643769,0.000362932,0.531556904,1.838499665,0.123419844,0.000143751,0.426078469,1.859162569,0.067134783,7.77E-05
Nothing,0.535005271,0.265504807,-0.430971473,1,0.544224918,0.228437096,-0.392488271,1,0.553364575,0.229699284,-0.392643094,0.999977827,0.562526584,0.230646119,-0.392683089,1,0.515519738,0.222422093,-0.412331969,1,0.503858387,0.21912162,-0.412733287,0.999971509,0.492122233,0.216000885,-0.413321972,1,0.560239911,0.24218829,-0.167714298,0.999990821,0.466238886,0.22482866,-0.259446532,0.999972105,0.544751465,0.315475136,-0.346979499,0.999970675,0.508173048,0.306559652,-0.372373909,0.999955535,0.607905567,0.475711286,-0.083794847,0.999788344,0.378600389,0.448804349,-0.151122615,0.999295831,0.641700447,0.817549706,-0.251798272,0.974123836,0.382952571,0.806919515,-0.348482639,0.962798476,0.582575083,0.620095134,-0.528400004,0.982546866,0.461237878,0.540757239,-0.601902902,0.981793523,0.568687141,0.572362304,-0.592822015,0.927661777,0.490417808,0.471027911,-0.655577242,0.957113743,0.573357284,0.541217208,-0.553214312,0.930392563,0.471701473,0.415973425,-0.626887202,0.962408125,0.570043921,0.559361577,-0.520504117,0.9283337,0.472572058,0.440196991,-0.594301462,0.957821667,0.553619087,1.047021508,0.021387063,0.483994544,0.408695281,1.044261813,-0.020526947,0.555150032,0.55970794,1.411938548,-0.011501562,0.012339163,0.412635207,1.413911462,-0.020548405,0.008200784,0.5544976,1.760596633,0.303568035,0.000246729,0.412017494,1.769719839,0.297915012,0.00020997,0.553423524,1.816550255,0.322449863,0.00082491,0.395514876,1.828805447,0.314862102,0.000490608,0.545360029,1.849247217,0.109065361,0.000205248,0.441691667,1.86184144,0.090990342,9.89E-05
Nothing,0.536580026,0.282868177,-0.34915477,1,0.545583308,0.241874188,-0.331195176,1,0.554383337,0.243040487,-0.331522733,0.999950051,0.563214719,0.243967041,-0.332030565,1,0.517498612,0.23630923,-0.333738446,1,0.50595969,0.233249992,-0.334087372,0.999937296,0.494291514,0.230362028,-0.334634215,1,0.560532808,0.25369212,-0.150615081,0.999982595,0.467104286,0.237190023,-0.174201339,0.999953866,0.545085609,0.328593403,-0.27749908,0.999949098,0.509254873,0.321236283,-0.285916835,0.999924064,0.604515314,0.47971043,0.008200052,0.999683976,0.378670961,0.449689686,-0.12544933,0.99876225,0.641951799,0.805304945,-0.217078358,0.963290155,0.384340405,0.795734167,-0.288365632,0.929229498,0.584255517,0.555814326,-0.483503044,0.97944206,0.473351687,0.54185003,-0.389202982,0.947192729,0.571426749,0.487076253,-0.547099113,0.926403403,0.504812062,0.479241729,-0.41992107,0.88549298,0.574911654,0.453104883,-0.495955795,0.926371098,0.48684743,0.424523622,-0.392735034,0.897697031,0.570708632,0.479672968,-0.472046435,0.923028946,0.484885246,0.447561383,-0.377764583,0.890669525,0.547644854,1.050855279,0.026373474,0.38002634,0.403367102,1.045207024,-0.025506651,0.360711753,0.550302327,1.43248558,-0.005079074,0.007910521,0.401835293,1.422045469,-0.045189597,0.009419074,0.546704888,1.787411928,0.286564916,0.000131012,0.3990466,1.790674567,0.250501484,0.000134422,0.546629131,1.843005538,0.303791553,0.000533664,0.387859285,1.849203706,0.265533924,0.000332545,0.538294077,1.885815263,0.097483322,0.000133883,0.427177101,1.893157125,0.044228919,7.48E-05
Nothing,0.53671062,0.280948669,-0.306986362,1,0.545979381,0.238504082,-0.27715829,1,0.554932296,0.239593789,-0.277390063,0.999971628,0.563894153,0.240492865,-0.277641177,1,0.517823398,0.233637497,-0.289857566,1,0.506636083,0.230900764,-0.290244251,0.999966025,0.495367378,0.228328198,-0.290810287,1,0.562610388,0.25200358,-0.125753984,0.999983191,0.469114959,0.236856923,-0.154694945,0.999971628,0.54589504,0.327437758,-0.237400293,0.999959469,0.509382844,0.320584714,-0.255557626,0.999946594,0.607522368,0.480220318,-0.005777704,0.999736726,0.37874952,0.450504094,-0.104489811,0.999226093,0.64181602,0.78993839,-0.216060013,0.954798579,0.385602683,0.795176029,-0.265868127,0.931521595,0.583454013,0.536130786,-0.462355047,0.972045541,0.468704313,0.540374696,-0.424435765,0.968745887,0.570929527,0.478584021,-0.519092858,0.900741637,0.496637672,0.478617191,-0.458033472,0.93674773,0.575461149,0.443420172,-0.472648084,0.905829191,0.479260921,0.422561616,-0.430295289,0.944818854,0.571029902,0.464528114,-0.451375335,0.903639674,0.479422599,0.445744067,-0.415121526,0.941170156,0.55241847,1.053627729,0.024180418,0.431605369,0.40397808,1.046345234,-0.023234034,0.495394945,0.55268991,1.440467119,-0.013886062,0.005224163,0.402641356,1.427766562,-0.040852625,0.004043735,0.547681749,1.799165606,0.263890445,0.000110751,0.399843782,1.797376513,0.247469157,8.46E-05,0.548078179,1.853873134,0.276910037,0.000367159,0.390081972,1.853700161,0.261872858,0.000189992,0.536867201,1.900567174,0.07419268,0.00010962,0.425703317,1.903345823,0.049110871,4.61E-05
Nothing,0.53885752,0.280892551,-0.296212107,1,0.54871738,0.238277465,-0.247606978,1,0.557458043,0.239476725,-0.247606784,0.999950171,0.566250205,0.240454555,-0.24755685,1,0.521003425,0.233102143,-0.285277098,1,0.509962618,0.230258152,-0.28554666,0.999933362,0.498829424,0.227572545,-0.286096126,1,0.565543413,0.25170362,-0.041209612,0.999982834,0.472696364,0.236422285,-0.133642986,0.999961376,0.54723078,0.327422768,-0.228965968,0.999954939,0.511952341,0.320408583,-0.229224712,0.999924302,0.607231796,0.475193441,0.037474357,0.999785006,0.382527828,0.442309499,-0.091292702,0.999271929,0.648149908,0.772523761,-0.163516551,0.95830214,0.38005811,0.780211031,-0.230378553,0.955807269,0.587532997,0.531553566,-0.427319705,0.97771126,0.475443155,0.546527088,-0.364636064,0.976793647,0.575243592,0.463771492,-0.484606564,0.921973288,0.506382406,0.502180934,-0.393851131,0.946519673,0.577348471,0.429498136,-0.43315953,0.921558321,0.490796477,0.439319342,-0.367776394,0.952900171,0.572610497,0.453921378,-0.414315581,0.919715881,0.489601433,0.460295826,-0.35522753,0.951167524,0.551907182,1.05178833,0.02383066,0.501912475,0.40189743,1.042007565,-0.022900375,0.549728036,0.552604377,1.439284682,-0.014819262,0.003933966,0.399995595,1.4274863,-0.042305686,0.004326389,0.547828257,1.798795581,0.242373124,7.96E-05,0.398376495,1.794421554,0.23980996,7.75E-05,0.548488319,1.853376865,0.257133096,0.000312018,0.389764637,1.848831892,0.254320115,0.000184702,0.536290944,1.903819919,0.048486702,8.31E-05,0.423746109,1.906648517,0.038681742,5.01E-05
Nothing,0.543210208,0.28103283,-0.227857992,1,0.550525904,0.240274414,-0.179386944,1,0.558391571,0.241921514,-0.179555729,0.999936223,0.566508532,0.243365929,-0.179668233,1,0.525035262,0.234092906,-0.209994778,1,0.514623642,0.230987325,-0.210346788,0.999929667,0.504156888,0.228065223,-0.210857958,1,0.564726591,0.254007488,0.048531018,0.999981999,0.476033986,0.236470222,-0.080652408,0.999943137,0.548122406,0.327294856,-0.145692587,0.999922156,0.515871942,0.319628954,-0.178892553,0.999882817,0.598248184,0.477267355,0.113900065,0.999424696,0.382556379,0.444369376,-0.069438711,0.998991907,0.647939622,0.753283441,-0.116180301,0.954621971,0.395948857,0.75936383,-0.242483541,0.957814813,0.588953257,0.501899242,-0.426761627,0.960602999,0.488650262,0.533592463,-0.305902272,0.957642376,0.578861773,0.430097818,-0.469899923,0.847831905,0.517898977,0.477857739,-0.338900357,0.883154154,0.579707026,0.401107252,-0.416300386,0.839549899,0.505154788,0.426655024,-0.313589871,0.890190065,0.574860871,0.427556366,-0.401462585,0.846048057,0.501915812,0.44906044,-0.295468956,0.893567026,0.550387681,1.052362323,0.044523504,0.402821273,0.403288871,1.04549706,-0.043500707,0.399815977,0.553531885,1.439787626,-0.009114976,0.005798217,0.404163897,1.430100322,-0.082512982,0.005312354,0.546990335,1.8027035,0.258579314,8.33E-05,0.404013216,1.80133903,0.20549567,8.93E-05,0.545854807,1.860181808,0.273553252,0.000348543,0.39447996,1.859056115,0.219695359,0.000235172,0.541707039,1.906885266,0.062338602,9.45E-05,0.425965726,1.911123037,-0.013507613,4.89E-05
Nothing,0.543294728,0.283166289,-0.263354152,1,0.550566137,0.241886228,-0.222139269,1,0.558454514,0.243439034,-0.222299591,0.999976158,0.566568077,0.24479723,-0.222467825,1,0.524980128,0.236195073,-0.24673076,1,0.51456666,0.233349606,-0.247130215,0.999977708,0.504144371,0.230703458,-0.247703999,1,0.563740551,0.255437225,-0.006746416,0.999990106,0.476030082,0.23933287,-0.117453016,0.999985337,0.548598707,0.329279214,-0.183107674,0.999973297,0.515895963,0.322311133,-0.213785738,0.999955535,0.599990666,0.477520406,0.064065032,0.999552429,0.382209271,0.448314399,-0.079907022,0.999311566,0.647624314,0.767408848,-0.129141018,0.903639734,0.391301602,0.766275942,-0.252359927,0.938983798,0.595375419,0.533803105,-0.391049087,0.92340529,0.488999248,0.521642745,-0.346443832,0.964957833,0.591150522,0.465896249,-0.450453699,0.788928509,0.520100892,0.461893111,-0.380426317,0.926791131,0.591985941,0.432057798,-0.403495222,0.806972861,0.50659585,0.413484931,-0.354106724,0.935589314,0.584623575,0.454991519,-0.380804867,0.813694358,0.503366649,0.437607616,-0.336207449,0.93088752,0.552464485,1.055046082,0.043922402,0.068497643,0.403935373,1.048816681,-0.043037765,0.0781556,0.55564189,1.449869037,-0.008508078,0.006370005,0.406306416,1.443519831,-0.074372627,0.007521455,0.548331261,1.824301362,0.229721144,0.000193605,0.406921208,1.822704911,0.203022301,0.000170099,0.548452795,1.884453058,0.242603511,0.000678432,0.395169646,1.884188414,0.217559204,0.000378043,0.543832898,1.925916195,0.031860661,0.000209894,0.438823491,1.924197555,0.000390764,9.20E-05
Nothing,0.543098629,0.283724993,-0.259077162,1,0.550345659,0.241707072,-0.219514221,1,0.558226466,0.243096903,-0.219701245,0.999959946,0.566387475,0.24429737,-0.219835952,1,0.524793088,0.236224487,-0.239328682,1,0.514089584,0.233376101,-0.239731655,0.999958634,0.503342509,0.230720535,-0.240339935,1,0.563990295,0.254346818,-0.005808176,0.999986291,0.475712895,0.238821581,-0.098056421,0.999973178,0.548514724,0.32942757,-0.179953665,0.999957919,0.51587832,0.322345585,-0.205908954,0.999935389,0.604881704,0.477545679,0.054544009,0.999724686,0.382622749,0.449700117,-0.0342771,0.999214888,0.652968764,0.77724725,-0.148245141,0.952219784,0.395829648,0.785723686,-0.21464853,0.894417286,0.595218122,0.522534311,-0.400348514,0.959701657,0.480825365,0.53324753,-0.362227798,0.943498254,0.590512514,0.448666334,-0.463791758,0.852248967,0.511874974,0.47194761,-0.400652289,0.89113307,0.588257909,0.414574146,-0.412548453,0.855249882,0.496234536,0.419193923,-0.378403187,0.904900432,0.581930161,0.440645456,-0.388796777,0.860589743,0.494128376,0.443050653,-0.355291992,0.903422415,0.55606395,1.05627358,0.03796909,0.419216543,0.405615002,1.050564528,-0.037151407,0.451707125,0.55691421,1.451419711,-0.01110527,0.00561246,0.405445039,1.443477035,-0.05392186,0.006139026,0.551315606,1.821725249,0.255534053,0.0001015,0.404128581,1.820509911,0.243225276,0.000102243,0.552056491,1.880067348,0.271457732,0.000378438,0.394534618,1.880741358,0.2587488,0.00023318,0.541412055,1.926396608,0.055607799,0.000103107,0.431959838,1.924371839,0.035876844,5.56E-05
